timestamp,mmsi,lat,lon,sog,cog,heading
2026-01-20T13:05:46.438Z,,59.04249166666667,5.699391666666667,,360,511
2026-01-20T13:05:46.490Z,,52.342295,4.17773,0.2,15.5,119
2026-01-20T13:05:46.491Z,,39.46176,-0.3164,0.3,360,87
2026-01-20T13:05:46.492Z,,59.842153333333336,25.919871666666666,0.1,77.3,179
2026-01-20T13:05:46.492Z,,52.88632333333333,5.357333333333333,,360,511
2026-01-20T13:05:46.516Z,,41.21577666666667,2.38254,1,32,49
2026-01-20T13:05:46.523Z,,49.50862666666667,0.004071666666666666,8.7,287.4,511
2026-01-20T13:05:46.527Z,,53.51718,9.96603,,,511
2026-01-20T13:05:46.535Z,,51.415885,4.03046,10.6,171,511
2026-01-20T13:05:46.542Z,,52.04414333333333,5.101938333333334,,,212
2026-01-20T13:05:46.693Z,,57.663455,11.94354,,122.1,117
2026-01-20T13:05:46.694Z,,51.91106833333333,4.569023333333333,,360,511
2026-01-20T13:05:46.694Z,,51.506681666666665,4.255998333333333,,360,511
2026-01-20T13:05:46.695Z,,59.415535,23.997018333333333,9.3,246,245
2026-01-20T13:05:46.716Z,,57.424976666666666,11.499895,2.7,129.7,131
2026-01-20T13:05:46.716Z,,58.890798333333336,17.553614999999997,,360,511
2026-01-20T13:05:46.717Z,,51.74853333333333,3.97052,6.4,164,511
2026-01-20T13:05:46.718Z,,52.367545,4.896115,2.5,263.9,511
2026-01-20T13:05:46.718Z,,51.867399999999996,4.305958333333334,,360,268
2026-01-20T13:05:46.718Z,,50.967054999999995,1.7641083333333334,17.3,265.7,262
2026-01-20T13:05:46.719Z,,51.21229666666667,1.9860383333333333,13.7,62.4,65
2026-01-20T13:05:46.719Z,,51.49952666666666,2.0132516666666667,9.7,222.4,220
2026-01-20T13:05:46.720Z,,47.34666666666667,-2.5143283333333333,,286.3,511
2026-01-20T13:05:46.720Z,,51.98622,5.0591116666666665,,360,511
2026-01-20T13:05:46.720Z,,51.971066666666665,5.364793333333334,8.3,280,270
2026-01-20T13:05:46.721Z,,53.536460000000005,8.580296666666667,,6,511
2026-01-20T13:05:46.721Z,,52.16256333333333,4.641593333333334,,360,511
2026-01-20T13:05:46.721Z,,51.203046666666665,4.359291666666667,13.5,249.1,249
2026-01-20T13:05:46.721Z,,49.787506666666665,-0.191595,1.4,322.6,329
2026-01-20T13:05:46.722Z,,52.53918,13.34055,,360,511
2026-01-20T13:05:46.722Z,,59.860501666666664,25.125761666666666,12.3,257.5,257
2026-01-20T13:05:46.747Z,,53.43555,5.7758,,158.3,182
2026-01-20T13:05:46.748Z,,41.3303,2.1480666666666663,,360,511
2026-01-20T13:05:46.748Z,,54.37251666666667,-5.554716666666667,,360,171
2026-01-20T13:05:46.748Z,,58.93183666666666,5.576996666666667,0.1,,270
2026-01-20T13:05:46.749Z,,52.40551333333334,4.824,,20.7,269
2026-01-20T13:05:46.750Z,,59.608848333333334,21.53109,6.5,258.3,250
2026-01-20T13:05:46.750Z,,55.92633166666667,14.424545,8.9,111.6,113
2026-01-20T13:05:46.751Z,,54.15793333333333,12.107458333333334,,218.8,159
2026-01-20T13:05:46.751Z,,50.76012333333333,-1.129955,4.5,298,296
2026-01-20T13:05:46.752Z,,44.41772,8.797623333333332,,,511
2026-01-20T13:05:46.752Z,,57.41553666666667,11.579415000000001,2.3,3.1,8
2026-01-20T13:05:46.752Z,,46.049215000000004,-73.11636333333333,,360,257
2026-01-20T13:05:46.752Z,,53.62786666666667,9.525481666666668,,360,511
2026-01-20T13:05:46.753Z,,52.638455,6.0686,,360,511
2026-01-20T13:05:46.753Z,,50.56547166666667,7.277241666666667,0.1,58,511
2026-01-20T13:05:46.753Z,,52.42902,4.742215,0.4,292.9,101
2026-01-20T13:05:46.754Z,,51.30045333333333,4.565873333333333,,,511
2026-01-20T13:05:46.787Z,,46.072253333333336,-1.537765,7.1,185.5,190
2026-01-20T13:05:46.788Z,,52.369413333333334,4.94235,,360,511
2026-01-20T13:05:46.788Z,,62.64973166666667,6.733048333333333,,360,511
2026-01-20T13:05:46.789Z,,44.411206666666665,8.920061666666667,,359.6,511
2026-01-20T13:05:46.950Z,,51.883275000000005,4.45182,,260.4,511
2026-01-20T13:05:46.950Z,,51.45326166666667,3.7112566666666664,,340.9,238
2026-01-20T13:05:46.951Z,,52.361909999999995,4.962275,,360,511
2026-01-20T13:05:46.951Z,,51.44389666666667,3.592991666666667,0.1,319.4,354
2026-01-20T13:05:46.952Z,,51.84796666666667,4.658685,,360,511
2026-01-20T13:05:46.952Z,,52.35787666666667,4.97249,,360,511
2026-01-20T13:05:46.953Z,,51.82398666666666,4.128604999999999,,360,511
2026-01-20T13:05:46.953Z,,51.89695,4.4801166666666665,,,511
2026-01-20T13:05:46.954Z,,53.44602333333333,10.091733333333334,7.2,152.6,511
2026-01-20T13:05:46.969Z,,44.416563333333336,8.797771666666668,5.2,29.7,20
2026-01-20T13:05:46.969Z,,53.095443333333336,5.846913333333333,7.4,192.2,511
2026-01-20T13:05:46.970Z,,52.69228,6.1615400000000005,,360,511
2026-01-20T13:05:46.970Z,,43.65476666666667,7.181968333333333,0.2,360,511
2026-01-20T13:05:46.970Z,,59.33348,24.075883333333334,,215,317
2026-01-20T13:05:46.971Z,,54.47223833333333,9.025776666666667,,360,85
2026-01-20T13:05:46.971Z,,51.736958333333334,5.259216666666666,10.3,230,511
2026-01-20T13:05:46.971Z,,49.277546666666666,-0.249775,3,190.6,190
2026-01-20T13:05:46.972Z,,60.23064166666666,22.109738333333333,8.2,15.8,16
2026-01-20T13:05:46.972Z,,48.15767666666667,16.526066666666665,,,511
2026-01-20T13:05:46.972Z,,51.90223,5.63682,0.1,188.4,511
2026-01-20T13:05:46.972Z,,51.86807833333333,6.0487183333333325,,336,511
2026-01-20T13:05:46.973Z,,51.810764999999996,4.611576666666666,,360,511
2026-01-20T13:05:46.973Z,,54.6176,-1.1580833333333334,,2,182
2026-01-20T13:05:46.973Z,,57.64579333333334,11.858803333333332,,294.4,90
2026-01-20T13:05:46.973Z,,49.48187,0.11689666666666666,,360,14
2026-01-20T13:05:46.973Z,,39.636314999999996,-0.21661666666666665,0.2,343.4,123
2026-01-20T13:05:46.974Z,,52.605578333333334,5.574956666666667,,360,511
2026-01-20T13:05:46.974Z,,57.625548333333334,11.801488333333333,0.1,336.7,282
2026-01-20T13:05:46.974Z,,51.96606333333333,4.054583333333333,9.5,289.4,292
2026-01-20T13:05:46.974Z,,38.468696666666666,15.602021666666667,1.6,238.3,358
2026-01-20T13:05:46.975Z,,67.17932666666667,15.405431666666667,0.1,51.4,48
2026-01-20T13:05:46.975Z,,51.32072166666667,3.8274,0.1,360,511
2026-01-20T13:05:46.985Z,,60.114394999999995,5.1617049999999995,,,347
2026-01-20T13:05:46.988Z,,52.46923666666667,5.285453333333334,8.2,56.9,511
2026-01-20T13:05:46.989Z,,59.339196666666666,5.2981050000000005,0.2,186.3,511
2026-01-20T13:05:46.997Z,,67.282,14.370833333333334,,,511
2026-01-20T13:05:47.004Z,,41.17975666666667,-8.703669999999999,8,53.6,511
2026-01-20T13:05:47.004Z,,53.174459999999996,5.430096666666667,0.1,341.3,511
2026-01-20T13:05:47.011Z,,54.156155,12.120075000000002,,353.6,159
2026-01-20T13:05:47.011Z,,52.37173333333333,4.940175,,360,511
2026-01-20T13:05:47.012Z,,43.78792833333333,7.6001416666666675,0.1,231.4,318
2026-01-20T13:05:47.029Z,,47.563093333333335,-52.70614166666667,,10.5,215
2026-01-20T13:05:47.035Z,,57.708385,11.70225,,64.7,70
2026-01-20T13:05:47.039Z,,51.87947,3.4343083333333335,0.8,338.8,252
2026-01-20T13:05:47.046Z,,51.82106666666667,4.040133333333333,0.2,341,311
2026-01-20T13:05:47.047Z,,43.338161666666664,-3.0389066666666666,,342.8,303
2026-01-20T13:05:47.061Z,,10.404933333333334,-75.53053333333334,,321.7,277
2026-01-20T13:05:47.068Z,,53.48811,9.983011666666666,,114.4,357
2026-01-20T13:05:47.069Z,,57.59250833333333,9.958023333333333,,,511
2026-01-20T13:05:47.069Z,,51.23876333333333,4.397376666666667,3.1,34.3,46
2026-01-20T13:05:47.077Z,,45.83313833333333,-73.28327833333333,0.9,359.7,325
2026-01-20T13:05:47.081Z,,51.125620000000005,4.28385,,360,511
2026-01-20T13:05:47.110Z,,57.59403833333333,11.685581666666668,0.1,347.5,108
2026-01-20T13:05:47.111Z,,54.16706666666666,9.424775,6.8,243.3,242
